FlightNumber,PurposeofFlight,From,To,DepartureTime,ArrivalTime,FlyingHours,Date,PilotID,AircraftID,AccidentNumber,Fuel_consumption
20050222X00211 , Personal ,Atlanta,Denver,2/6/2005 3:41,2/6/2005 7:41,4, 02/06/2005 ,5753,5753, LAX05FA088 ,4156
20050209X00162 , Instructional ,Seattle,Denver,2/6/2005 3:41,2/6/2005 8:41,5, 02/06/2005 ,5754,5754, LAX05LA087 ,2647
20050208X00148 , Personal ,Denver,Boston,2/5/2005 3:41,2/5/2005 9:41,6, 02/05/2005 ,5755,5755, CHI05LA065 ,2075
20050210X00170 , Positioning ,Atlanta,Seattle,2/5/2005 3:41,2/5/2005 7:41,4, 02/05/2005 ,5756,5756, MIA05FA055 ,4770
20050218X00208 , Personal ,Denver,Miami,2/5/2005 3:41,2/5/2005 5:41,2, 02/05/2005 ,5757,5757, NYC05FA048 ,1247
20050312X00304 , Personal ,Miami,Denver,2/5/2005 3:41,2/5/2005 8:41,5, 02/05/2005 ,5758,5758, LAX05LA086 ,2039
20050513X00615 , Personal ,Denver,Miami,2/5/2005 3:41,2/5/2005 4:41,1, 02/05/2005 ,5759,5759, LAX05LA089 ,4261
20050302X00254 , Instructional ,Atlanta,Miami,2/5/2005 3:41,2/5/2005 8:41,5, 02/05/2005 ,5760,5760, NYC05CA050 ,1575
20050217X00205 , Business ,Denver,Boston,2/5/2005 3:41,2/5/2005 6:41,3, 02/05/2005 ,5761,5761, CHI05CA066 ,1569
20050304X00270 , Personal ,Seattle,Denver,2/4/2005 3:41,2/4/2005 5:41,2, 02/04/2005 ,5762,5762, SEA05CA045 ,4655
20050210X00174 , Business ,Miami,Seattle,2/4/2005 3:41,2/4/2005 7:41,4, 02/04/2005 ,5763,5763, CHI05FA063 ,2205
20050215X00191 , Aerial Application ,Atlanta,Miami,2/4/2005 3:41,2/4/2005 8:41,5, 02/04/2005 ,5764,5764, LAX05LA085 ,2713
20050204X00131 , Personal ,Seattle,Denver,2/3/2005 3:41,2/3/2005 7:41,4, 02/03/2005 ,5765,5765, CHI05LA064 ,2428
20050207X00146 , Personal ,Boston,Seattle,2/3/2005 3:41,2/3/2005 9:41,6, 02/03/2005 ,5766,5766, DFW05FA065 ,1616
20050207X00138 , Instructional ,Miami,Denver,2/3/2005 3:41,2/3/2005 9:41,6, 02/03/2005 ,5767,5767, CHI05LA067 ,2158
20050208X00157 , Instructional ,Seattle,Denver,2/3/2005 3:41,2/3/2005 8:41,5, 02/03/2005 ,5768,5768, SEA05LA044 ,4438
20050207X00143 ,  ,Denver,Boston,2/3/2005 3:41,2/3/2005 7:41,4, 02/03/2005 ,5769,5769, DCA05RA033 ,3015
20050302X00256 , Instructional ,Denver,Seattle,2/3/2005 3:41,2/3/2005 9:41,6, 02/03/2005 ,5770,5770, SEA05CA043 ,1002
20050503X00544 , Instructional ,Denver,Miami,2/3/2005 3:41,2/3/2005 7:41,4, 02/03/2005 ,5771,5771, LAX05LA084 ,4338
20050228X00238 ,  ,Seattle,Denver,2/3/2005 3:41,2/3/2005 8:41,5, 02/03/2005 ,5772,5772, DEN05LA056 ,3631
20050302X00255 , Personal ,Miami,Atlanta,2/3/2005 3:41,2/3/2005 8:41,5, 02/03/2005 ,5773,5773, SEA05LA042 ,4931
20050329X00372 , Instructional ,Denver,Boston,2/2/2005 3:41,2/2/2005 9:41,6, 02/02/2005 ,5774,5774, DEN05LA055 ,1926
20050222X00215 , Personal ,Miami,Atlanta,2/2/2005 3:41,2/2/2005 5:41,2, 02/02/2005 ,5775,5775, LAX05CA082 ,2321
20050207X00147 ,  ,Boston,Denver,2/2/2005 3:41,2/2/2005 5:41,2, 02/02/2005 ,5776,5776, SEA05WA046 ,4519
20050208X00153 ,  ,Miami,Denver,2/2/2005 3:41,2/2/2005 6:41,3, 02/02/2005 ,5777,5777, DCA05MA031 ,4388
20050323X00353 ,  ,Boston,Atlanta,2/2/2005 3:41,2/2/2005 8:41,5, 02/02/2005 ,5778,5778, IAD05WA036 ,1347
20050208X00152 , Personal ,Miami,Seattle,2/1/2005 3:41,2/1/2005 5:41,2, 02/01/2005 ,5779,5779, ATL05FA048 ,4114
20050228X00237 , Personal ,Seattle,Boston,2/1/2005 3:41,2/1/2005 7:41,4, 02/01/2005 ,5780,5780, NYC05CA047 ,1551
20050211X00181 , Instructional ,Denver,Atlanta,2/1/2005 3:41,2/1/2005 5:41,2, 02/01/2005 ,5781,5781, CHI05CA060 ,4128
20050401X00393 , Personal ,Boston,Seattle,1/31/2005 3:41,1/31/2005 4:41,1, 01/31/2005 ,5782,5782, MIA05CA064 ,2572
20050211X00183 , Personal ,Miami,Boston,1/31/2005 3:41,1/31/2005 7:41,4, 01/31/2005 ,5783,5783, LAX05FA079 ,4266
20050207X00139 ,  ,Boston,Miami,1/31/2005 3:41,1/31/2005 7:41,4, 01/31/2005 ,5784,5784, NYC05WA046 ,4684
20050204X00135 , Personal ,Atlanta,Miami,1/30/2005 3:41,1/30/2005 6:41,3, 01/30/2005 ,5785,5785, LAX05LA080 ,3471
20050209X00169 ,  ,Seattle,Denver,1/30/2005 3:41,1/30/2005 9:41,6, 01/30/2005 ,5786,5786, SEA05IA040 ,3536
20050207X00141 , Personal ,Miami,Seattle,1/30/2005 3:41,1/30/2005 9:41,6, 01/30/2005 ,5787,5787, IAD05LA035 ,3326
20050303X00259 , Personal ,Miami,Seattle,1/30/2005 3:41,1/30/2005 9:41,6, 01/30/2005 ,5788,5788, LAX05CA081 ,1267
20050308X00282 , Personal ,Atlanta,Denver,1/30/2005 3:41,1/30/2005 8:41,5, 01/30/2005 ,5789,5789, SEA05LA056 ,4073
20050303X00261 , Instructional ,Seattle,Miami,1/29/2005 3:41,1/29/2005 4:41,1, 01/29/2005 ,5790,5790, DEN05CA052 ,2272
20050209X00160 , Positioning ,Seattle,Atlanta,1/29/2005 3:41,1/29/2005 9:41,6, 01/29/2005 ,5791,5791, DEN05LA053 ,3388
20050208X00156 , Business ,Miami,Boston,1/28/2005 3:41,1/28/2005 4:41,1, 01/28/2005 ,5792,5792, DFW05CA062 ,4658
20050210X00173 , Business ,Miami,Atlanta,1/28/2005 3:41,1/28/2005 7:41,4, 01/28/2005 ,5793,5793, CHI05FA059 ,2199
20050228X00239 , Instructional ,Seattle,Atlanta,1/28/2005 3:41,1/28/2005 6:41,3, 01/28/2005 ,5794,5794, LAX05CA078 ,4537
20050211X00182 , Personal ,Atlanta,Boston,1/27/2005 3:41,1/27/2005 4:41,1, 01/27/2005 ,5795,5795, LAX05LA077 ,2397
20050207X00140 ,  ,Atlanta,Denver,1/27/2005 3:41,1/27/2005 5:41,2, 01/27/2005 ,5796,5796, ANC05LA025 ,2048
20050203X00130 , Instructional ,Boston,Denver,1/26/2005 3:41,1/26/2005 4:41,1, 01/26/2005 ,5797,5797, CHI05CA058 ,2623
20050201X00124 , Personal ,Seattle,Miami,1/25/2005 3:41,1/25/2005 6:41,3, 01/25/2005 ,5798,5798, MIA05CA054 ,3161
20050208X00150 , Business ,Seattle,Atlanta,1/25/2005 3:41,1/25/2005 9:41,6, 01/25/2005 ,5799,5799, LAX05FA076 ,4593
20050215X00186 ,  ,Miami,Denver,1/24/2005 3:41,1/24/2005 7:41,4, 01/24/2005 ,5800,5800, DCA05WA028 ,2350
20050224X00230 , Personal ,Seattle,Atlanta,1/24/2005 3:41,1/24/2005 9:41,6, 01/24/2005 ,5801,5801, DFW05CA076 ,2845
20050226X00236 , Personal ,Denver,Atlanta,1/24/2005 3:41,1/24/2005 9:41,6, 01/24/2005 ,5802,5802, DFW05CA061 ,2606
20050126X00108 , Glider Tow ,Denver,Miami,1/23/2005 3:41,1/23/2005 9:41,6, 01/23/2005 ,5803,5803, LAX05LA075 ,3750
20050215X00189 , Aerial Observation ,Boston,Denver,1/23/2005 3:41,1/23/2005 8:41,5, 01/23/2005 ,5804,5804, DFW05WA064 ,3029
20050216X00200 , Personal ,Miami,Atlanta,1/22/2005 3:41,1/22/2005 9:41,6, 01/22/2005 ,5805,5805, DFW05FA059 ,2589
20050317X00321 , Personal ,Denver,Boston,1/22/2005 3:41,1/22/2005 8:41,5, 01/22/2005 ,5806,5806, ANC05CA024 ,3029
20050328X00367 , Personal ,Denver,Boston,1/21/2005 3:41,1/21/2005 7:41,4, 01/21/2005 ,5807,5807, DFW05CA077 ,3445
20050307X00277 , Executive/Corporate ,Denver,Atlanta,1/21/2005 3:41,1/21/2005 7:41,4, 01/21/2005 ,5808,5808, DFW05CA060 ,4122
20050209X00163 , Personal ,Miami,Denver,1/21/2005 3:41,1/21/2005 8:41,5, 01/21/2005 ,5809,5809, MIA05CA053 ,3483
20050208X00151 ,  ,Boston,Seattle,1/21/2005 3:41,1/21/2005 7:41,4, 01/21/2005 ,5810,5810, LAX05LA074 ,2697
20050126X00106 , Personal ,Boston,Denver,1/21/2005 3:41,1/21/2005 6:41,3, 01/21/2005 ,5811,5811, CHI05FA056 ,2341
20050126X00107 , Personal ,Denver,Atlanta,1/21/2005 3:41,1/21/2005 9:41,6, 01/21/2005 ,5812,5812, SEA05LA039 ,3266
20050207X00137 ,  ,Denver,Atlanta,1/21/2005 3:41,1/21/2005 6:41,3, 01/21/2005 ,5813,5813, DCA05WA027 ,3224
20050125X00105 , Personal ,Atlanta,Denver,1/20/2005 3:41,1/20/2005 5:41,2, 01/20/2005 ,5814,5814, SEA05FA038 ,2373
20050125X00102 , Personal ,Miami,Denver,1/20/2005 3:41,1/20/2005 8:41,5, 01/20/2005 ,5815,5815, DFW05FA058 ,2957
20050215X00184 , Personal ,Boston,Seattle,1/20/2005 3:41,1/20/2005 5:41,2, 01/20/2005 ,5816,5816, DFW05LA067 ,2820
20050224X00228 , Personal ,Miami,Boston,1/20/2005 3:41,1/20/2005 4:41,1, 01/20/2005 ,5817,5817, DFW05RA063 ,1292
20050215X00185 , Public Aircraft ,Atlanta,Boston,1/19/2005 3:41,1/19/2005 7:41,4, 01/19/2005 ,5818,5818, ANC05TA022 ,847
20050216X00192 , Instructional ,Miami,Boston,1/19/2005 3:41,1/19/2005 8:41,5, 01/19/2005 ,5819,5819, DFW05LA066 ,4093
20050216X00193 , Personal ,Miami,Seattle,1/19/2005 3:41,1/19/2005 9:41,6, 01/19/2005 ,5820,5820, IAD05LA034 ,1178
20050215X00187 ,  ,Seattle,Atlanta,1/19/2005 3:41,1/19/2005 5:41,2, 01/19/2005 ,5821,5821, DCA05WA032 ,3236
20050211X00175 , Business ,Boston,Seattle,1/19/2005 3:41,1/19/2005 4:41,1, 01/19/2005 ,5822,5822, DEN05CA050 ,4448
20050131X00120 , Personal ,Atlanta,Denver,1/19/2005 3:41,1/19/2005 9:41,6, 01/19/2005 ,5823,5823, DFW05CA057 ,1114
20050314X00311 , Personal ,Denver,Miami,1/19/2005 3:41,1/19/2005 7:41,4, 01/19/2005 ,5824,5824, CHI05CA057 ,3276
20050211X00179 , Instructional ,Boston,Seattle,1/18/2005 3:41,1/18/2005 7:41,4, 01/18/2005 ,5825,5825, MIA05CA051 ,1028
20050224X00224 , Personal ,Seattle,Atlanta,1/18/2005 3:41,1/18/2005 7:41,4, 01/18/2005 ,5826,5826, LAX05LA073 ,2535
20050203X00128 , Instructional ,Seattle,Boston,1/18/2005 3:41,1/18/2005 9:41,6, 01/18/2005 ,5827,5827, DFW05TA056 ,1575
20050124X00097 , Personal ,Boston,Seattle,1/18/2005 3:41,1/18/2005 5:41,2, 01/18/2005 ,5828,5828, SEA05FA037 ,1564
20050126X00109 ,  ,Denver,Boston,1/18/2005 3:41,1/18/2005 5:41,2, 01/18/2005 ,5829,5829, CHI05FA055A ,2923
20050126X00109 , Ferry ,Denver,Seattle,1/18/2005 3:41,1/18/2005 4:41,1, 01/18/2005 ,5830,5830, CHI05FA055B ,2665
20050124X00094 , Personal ,Seattle,Boston,1/18/2005 3:41,1/18/2005 8:41,5, 01/18/2005 ,5831,5831, WAS05WA004 ,2893
20050412X00443 , Aerial Observation ,Seattle,Boston,1/17/2005 3:41,1/17/2005 5:41,2, 01/17/2005 ,5832,5832, WAS05WA008 ,4128
20050120X00079 ,  ,Boston,Miami,1/17/2005 3:41,1/17/2005 7:41,4, 01/17/2005 ,5833,5833, NYC05LA043 ,2178
20050203X00129 , Personal ,Seattle,Atlanta,1/17/2005 3:41,1/17/2005 5:41,2, 01/17/2005 ,5834,5834, ATL05LA047 ,4443
20050119X00071 , Personal ,Denver,Miami,1/17/2005 3:41,1/17/2005 8:41,5, 01/17/2005 ,5835,5835, IAD05LA033 ,1676
20050224X00229 , Instructional ,Seattle,Atlanta,1/17/2005 3:41,1/17/2005 9:41,6, 01/17/2005 ,5836,5836, ATL05CA045 ,4039
20050216X00198 , Instructional ,Denver,Boston,1/16/2005 3:41,1/16/2005 6:41,3, 01/16/2005 ,5837,5837, LAX05CA071 ,1029
20050201X00123 , Personal ,Boston,Atlanta,1/16/2005 3:41,1/16/2005 8:41,5, 01/16/2005 ,5838,5838, MIA05LA052 ,1395
20050124X00099 , Instructional ,Atlanta,Seattle,1/16/2005 3:41,1/16/2005 7:41,4, 01/16/2005 ,5839,5839, LAX05LA070 ,2779
20050124X00100 , Personal ,Miami,Boston,1/15/2005 3:41,1/15/2005 5:41,2, 01/15/2005 ,5840,5840, LAX05LA069 ,695
20050131X00119 , Personal ,Boston,Miami,1/15/2005 3:41,1/15/2005 5:41,2, 01/15/2005 ,5841,5841, IAD05FA032 ,1343
20050124X00101 , Personal ,Atlanta,Boston,1/14/2005 3:41,1/14/2005 8:41,5, 01/14/2005 ,5842,5842, LAX05LA065 ,2303
20050125X00104 , Personal ,Denver,Miami,1/14/2005 3:41,1/14/2005 7:41,4, 01/14/2005 ,5843,5843, MIA05FA050 ,4274
20050118X00065 ,  ,Denver,Seattle,1/14/2005 3:41,1/14/2005 4:41,1, 01/14/2005 ,5844,5844, SEA05LA036 ,1039
20050119X00074 , Personal ,Miami,Boston,1/14/2005 3:41,1/14/2005 8:41,5, 01/14/2005 ,5845,5845, DFW05FA055 ,682
20050209X00161 , Personal ,Atlanta,Boston,1/14/2005 3:41,1/14/2005 4:41,1, 01/14/2005 ,5846,5846, LAX05LA068 ,4349
20050222X00218 , Personal ,Boston,Denver,1/14/2005 3:41,1/14/2005 5:41,2, 01/14/2005 ,5847,5847, DFW05LA069 ,3017
20050308X00283 , Instructional ,Denver,Boston,1/13/2005 3:41,1/13/2005 4:41,1, 01/13/2005 ,5848,5848, CHI05CA054 ,3700
20050124X00092 ,  ,Denver,Miami,1/13/2005 3:41,1/13/2005 7:41,4, 01/13/2005 ,5849,5849, NYC05FA042 ,3976
20050120X00089 , Personal ,Miami,Boston,1/12/2005 3:41,1/12/2005 8:41,5, 01/12/2005 ,5850,5850, LAX05LA064 ,3833
20050121X00091 , Unknown ,Denver,Atlanta,1/12/2005 3:41,1/12/2005 8:41,5, 01/12/2005 ,5851,5851, CHI05FA053 ,1283
20050127X00113 , Executive/Corporate ,Miami,Seattle,1/12/2005 3:41,1/12/2005 5:41,2, 01/12/2005 ,5852,5852, MIA05LA049 ,3378
20050120X00082 , Aerial Application ,Miami,Seattle,1/12/2005 3:41,1/12/2005 8:41,5, 01/12/2005 ,5853,5853, ATL05LA046 ,3922
20050201X00121 , Personal ,Boston,Miami,1/12/2005 3:41,1/12/2005 7:41,4, 01/12/2005 ,5854,5854, CHI05CA052 ,4660
20050118X00064 , Positioning ,Denver,Atlanta,1/11/2005 3:41,1/11/2005 4:41,1, 01/11/2005 ,5855,5855, DEN05FA051 ,2899
20050113X00046 , Instructional ,Boston,Atlanta,1/11/2005 3:41,1/11/2005 7:41,4, 01/11/2005 ,5856,5856, MIA05LA046 ,837
20050119X00069 , Personal ,Miami,Seattle,1/11/2005 3:41,1/11/2005 4:41,1, 01/11/2005 ,5857,5857, ATL05FA044 ,4858
20050117X00056 , Personal ,Denver,Seattle,1/10/2005 3:41,1/10/2005 8:41,5, 01/10/2005 ,5858,5858, DFW05LA053 ,1752
20050118X00063 , Business ,Miami,Denver,1/10/2005 3:41,1/10/2005 4:41,1, 01/10/2005 ,5859,5859, ATL05FA043 ,1255
20050118X00059 , Personal ,Miami,Boston,1/10/2005 3:41,1/10/2005 4:41,1, 01/10/2005 ,5860,5860, DFW05FA052 ,3878
20050120X00078 , Personal ,Atlanta,Boston,1/10/2005 3:41,1/10/2005 9:41,6, 01/10/2005 ,5861,5861, MIA05FA045 ,3332
20050120X00080 , Positioning ,Atlanta,Seattle,1/10/2005 3:41,1/10/2005 6:41,3, 01/10/2005 ,5862,5862, NYC05MA039 ,3543
20050128X00114 , Personal ,Denver,Seattle,1/10/2005 3:41,1/10/2005 9:41,6, 01/10/2005 ,5863,5863, DFW05LA118 ,2149
20050125X00103 , Personal ,Seattle,Miami,1/10/2005 3:41,1/10/2005 4:41,1, 01/10/2005 ,5864,5864, SEA05FA034 ,1483
20050207X00145 ,  ,Seattle,Denver,1/10/2005 3:41,1/10/2005 7:41,4, 01/10/2005 ,5865,5865, SEA05WA041 ,4817
20050127X00112 , Business ,Miami,Atlanta,1/10/2005 3:41,1/10/2005 5:41,2, 01/10/2005 ,5866,5866, SEA05CA033 ,3416
20050323X00355 , Instructional ,Boston,Seattle,1/10/2005 3:41,1/10/2005 9:41,6, 01/10/2005 ,5867,5867, NYC05LA056 ,2651
20050127X00110 , Business ,Miami,Denver,1/9/2005 3:41,1/9/2005 9:41,6, 01/09/2005 ,5868,5868, CHI05CA051 ,1743
20050201X00126 , Personal ,Seattle,Denver,1/9/2005 3:41,1/9/2005 4:41,1, 01/09/2005 ,5869,5869, DFW05CA050 ,1281
20050216X00197 , Instructional ,Miami,Seattle,1/8/2005 3:41,1/8/2005 8:41,5, 01/08/2005 ,5870,5870, LAX05CA067 ,2141
20050307X00274 , Personal ,Denver,Seattle,1/8/2005 3:41,1/8/2005 5:41,2, 01/08/2005 ,5871,5871, NYC05WA041 ,2386
20050120X00087 , Personal ,Denver,Atlanta,1/8/2005 3:41,1/8/2005 8:41,5, 01/08/2005 ,5872,5872, LAX05FA062 ,2836
20050120X00081 , Personal ,Seattle,Denver,1/8/2005 3:41,1/8/2005 7:41,4, 01/08/2005 ,5873,5873, ATL05LA042 ,1733
20050118X00061 ,  ,Miami,Denver,1/8/2005 3:41,1/8/2005 5:41,2, 01/08/2005 ,5874,5874, DEN05LA048 ,703
20050217X00207 , Personal ,Denver,Atlanta,1/8/2005 3:41,1/8/2005 5:41,2, 01/08/2005 ,5875,5875, MIA05WA057 ,4689
20050120X00086 , Personal ,Denver,Seattle,1/7/2005 3:41,1/7/2005 8:41,5, 01/07/2005 ,5876,5876, LAX05LA063 ,796
20050113X00049 , Instructional ,Atlanta,Seattle,1/7/2005 3:41,1/7/2005 9:41,6, 01/07/2005 ,5877,5877, DFW05LA054 ,623
20050111X00035 , Personal ,Boston,Atlanta,1/7/2005 3:41,1/7/2005 9:41,6, 01/07/2005 ,5878,5878, ATL05FA041 ,4858
20050216X00196 , Instructional ,Seattle,Miami,1/7/2005 3:41,1/7/2005 8:41,5, 01/07/2005 ,5879,5879, LAX05CA066 ,692
20050209X00158 , Personal ,Boston,Seattle,1/6/2005 3:41,1/6/2005 6:41,3, 01/06/2005 ,5880,5880, ATL05CA040 ,758
20050124X00098 ,  ,Atlanta,Boston,1/6/2005 3:41,1/6/2005 5:41,2, 01/06/2005 ,5881,5881, DEN05IA049 ,1314
20050119X00073 , Aerial Application ,Boston,Miami,1/6/2005 3:41,1/6/2005 5:41,2, 01/06/2005 ,5882,5882, DFW05WA051 ,2092
20050120X00088 , Personal ,Boston,Denver,1/5/2005 3:41,1/5/2005 6:41,3, 01/05/2005 ,5883,5883, LAX05FA061 ,4177
20050204X00132 ,  ,Denver,Seattle,1/5/2005 3:41,1/5/2005 8:41,5, 01/05/2005 ,5884,5884, ATL05LA039 ,1398
20050111X00036 , Positioning ,Seattle,Atlanta,1/5/2005 3:41,1/5/2005 9:41,6, 01/05/2005 ,5885,5885, ATL05FA038 ,4003
20050208X00155 , Personal ,Miami,Seattle,1/4/2005 3:41,1/4/2005 9:41,6, 01/04/2005 ,5886,5886, ATL05CA037 ,2355
20050726X01101 ,  ,Atlanta,Seattle,1/4/2005 3:41,1/4/2005 4:41,1, 01/04/2005 ,5887,5887, ANC05WA023 ,3127
20050124X00093 , Business ,Seattle,Boston,1/4/2005 3:41,1/4/2005 4:41,1, 01/04/2005 ,5888,5888, NYC05LA044 ,2623
20050201X00125 , Personal ,Seattle,Boston,1/4/2005 3:41,1/4/2005 5:41,2, 01/04/2005 ,5889,5889, MIA05CA048 ,594
20050118X00060 ,  ,Boston,Miami,1/3/2005 3:41,1/3/2005 6:41,3, 01/03/2005 ,5890,5890, DEN05IA046 ,1486
20050106X00024 , Instructional ,Atlanta,Boston,1/3/2005 3:41,1/3/2005 7:41,4, 01/03/2005 ,5891,5891, LAX05LA060 ,2866
20050216X00195 , Personal ,Atlanta,Denver,1/3/2005 3:41,1/3/2005 8:41,5, 01/03/2005 ,5892,5892, LAX05CA059 ,4589
20050127X00111 , Personal ,Atlanta,Seattle,1/3/2005 3:41,1/3/2005 7:41,4, 01/03/2005 ,5893,5893, SEA05CA035 ,4514
20050106X00023 , Personal ,Miami,Seattle,1/2/2005 3:41,1/2/2005 4:41,1, 01/02/2005 ,5894,5894, LAX05FA058 ,3060
20050106X00025 , Personal ,Boston,Atlanta,1/1/2005 3:41,1/1/2005 8:41,5, 01/01/2005 ,5895,5895, CHI05LA050 ,2410
20050111X00034 , Personal ,Atlanta,Denver,1/1/2005 3:41,1/1/2005 6:41,3, 01/01/2005 ,5896,5896, ANC05LA021 ,2911
20050119X00067 , Personal ,Boston,Seattle,1/1/2005 3:41,1/1/2005 6:41,3, 01/01/2005 ,5897,5897, IAD05LA030 ,2277
20050119X00068 , Personal ,Denver,Seattle,1/1/2005 3:41,1/1/2005 7:41,4, 01/01/2005 ,5898,5898, IAD05LA029 ,2112
20050111X00032 , Personal ,Atlanta,Seattle,12/31/2004 3:41,12/31/2004 7:41,4, 12/31/2004 ,5899,5899, NYC05LA036 ,2174
20050106X00020 , Positioning ,Boston,Seattle,12/31/2004 3:41,12/31/2004 5:41,2, 12/31/2004 ,5900,5900, MIA05FA044 ,1394
20050106X00022 , Personal ,Atlanta,Boston,12/31/2004 3:41,12/31/2004 9:41,6, 12/31/2004 ,5901,5901, LAX05LA057 ,4648
20050128X00117 , Personal ,Seattle,Denver,12/31/2004 3:41,12/31/2004 5:41,2, 12/31/2004 ,5902,5902, IAD05LA028 ,4232
20051223X02009 , Personal ,Miami,Boston,12/31/2004 3:41,12/31/2004 4:41,1, 12/31/2004 ,5903,5903, WAS05WA005 ,4036
20050114X00050 , Personal ,Miami,Atlanta,12/30/2004 3:41,12/30/2004 5:41,2, 12/30/2004 ,5904,5904, NYC05LA033 ,3669
20050107X00027 , Personal ,Seattle,Denver,12/30/2004 3:41,12/30/2004 8:41,5, 12/30/2004 ,5905,5905, NYC05LA034 ,2908
20050111X00037 , Other Work Use ,Miami,Seattle,12/30/2004 3:41,12/30/2004 7:41,4, 12/30/2004 ,5906,5906, LAX05FA056 ,4999
20050105X00016 , Personal ,Miami,Seattle,12/30/2004 3:41,12/30/2004 7:41,4, 12/30/2004 ,5907,5907, SEA05LA032 ,4818
20050119X00070 , Personal ,Atlanta,Denver,12/30/2004 3:41,12/30/2004 7:41,4, 12/30/2004 ,5908,5908, IAD05CA027 ,594
20050128X00118 , Personal ,Boston,Atlanta,12/29/2004 3:41,12/29/2004 9:41,6, 12/29/2004 ,5909,5909, NYC05CA037 ,4811
20050201X00122 , Personal ,Atlanta,Seattle,12/29/2004 3:41,12/29/2004 9:41,6, 12/29/2004 ,5910,5910, ATL05CA036 ,4605
20050104X00010 ,  ,Denver,Seattle,12/29/2004 3:41,12/29/2004 6:41,3, 12/29/2004 ,5911,5911, DFW05LA047 ,904
20050106X00021 ,  ,Boston,Seattle,12/29/2004 3:41,12/29/2004 7:41,4, 12/29/2004 ,5912,5912, ANC05IA020 ,4003
20050103X00001 , Personal ,Denver,Boston,12/29/2004 3:41,12/29/2004 5:41,2, 12/29/2004 ,5913,5913, DFW05IA048 ,4879
20050103X00002 , Personal ,Atlanta,Boston,12/29/2004 3:41,12/29/2004 5:41,2, 12/29/2004 ,5914,5914, DFW05CA046 ,3365
20050104X00007 , Personal ,Atlanta,Miami,12/29/2004 3:41,12/29/2004 4:41,1, 12/29/2004 ,5915,5915, DEN05FA045 ,4031
20050114X00052 , Personal ,Miami,Atlanta,12/28/2004 3:41,12/28/2004 9:41,6, 12/28/2004 ,5916,5916, SEA05WA031 ,3783
20050105X00018 , Personal ,Seattle,Boston,12/28/2004 3:41,12/28/2004 9:41,6, 12/28/2004 ,5917,5917, DFW05LA049 ,2624
20050104X00012 , Personal ,Atlanta,Boston,12/28/2004 3:41,12/28/2004 8:41,5, 12/28/2004 ,5918,5918, CHI05FA049 ,1255
20050105X00015 , Personal ,Boston,Denver,12/27/2004 3:41,12/27/2004 5:41,2, 12/27/2004 ,5919,5919, DEN05FA044 ,1218
20050216X00203 , Personal ,Atlanta,Denver,12/27/2004 3:41,12/27/2004 6:41,3, 12/27/2004 ,5920,5920, SEA05LA047 ,3216
20050216X00194 , Personal ,Boston,Miami,12/26/2004 3:41,12/26/2004 7:41,4, 12/26/2004 ,5921,5921, LAX05CA055 ,1521
20041228X02038 , Personal ,Denver,Miami,12/25/2004 3:41,12/25/2004 4:41,1, 12/25/2004 ,5922,5922, CHI05FA048 ,3958
20041229X02040 , Personal ,Boston,Miami,12/25/2004 3:41,12/25/2004 4:41,1, 12/25/2004 ,5923,5923, IAD05LA026 ,1958
20050601X00697 ,  ,Boston,Seattle,12/24/2004 3:41,12/24/2004 9:41,6, 12/24/2004 ,5924,5924, LAX05WA072 ,2544
20050120X00077 , Unknown ,Denver,Miami,12/24/2004 3:41,12/24/2004 7:41,4, 12/24/2004 ,5925,5925, NYC05WA032 ,1350
20050204X00134 , Positioning ,Seattle,Boston,12/24/2004 3:41,12/24/2004 6:41,3, 12/24/2004 ,5926,5926, ANC05CA019 ,3185
20050317X00325 , Personal ,Denver,Miami,12/23/2004 3:41,12/23/2004 4:41,1, 12/23/2004 ,5927,5927, LAX05LA101 ,1977
20050114X00055 , Personal ,Boston,Denver,12/23/2004 3:41,12/23/2004 9:41,6, 12/23/2004 ,5928,5928, SEA05CA030 ,2010
20050103X00005 , Flight Test ,Denver,Seattle,12/23/2004 3:41,12/23/2004 9:41,6, 12/23/2004 ,5929,5929, LAX05LA051 ,1347
20050128X00116 , Personal ,Boston,Seattle,12/23/2004 3:41,12/23/2004 5:41,2, 12/23/2004 ,5930,5930, DEN05LA043 ,4460
20050121X00090 , Flight Test ,Boston,Denver,12/22/2004 3:41,12/22/2004 9:41,6, 12/22/2004 ,5931,5931, NYC05LA040 ,3563
20050114X00054 , Personal ,Denver,Seattle,12/22/2004 3:41,12/22/2004 8:41,5, 12/22/2004 ,5932,5932, SEA05CA029 ,3886
20050112X00039 , Personal ,Seattle,Denver,12/22/2004 3:41,12/22/2004 7:41,4, 12/22/2004 ,5933,5933, NYC05CA031 ,3679
20041223X02033 , Personal ,Miami,Atlanta,12/21/2004 3:41,12/21/2004 6:41,3, 12/21/2004 ,5934,5934, DFW05LA045 ,4652
20041223X02029 , Public Aircraft ,Denver,Miami,12/20/2004 3:41,12/20/2004 9:41,6, 12/20/2004 ,5935,5935, SEA05TA028 ,1787
20041223X02030 , Positioning ,Miami,Atlanta,12/20/2004 3:41,12/20/2004 5:41,2, 12/20/2004 ,5936,5936, CHI05LA047 ,835
