AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 ATL05CA002 , 10/09/2004 , VMC , Non-Fatal ,  ,6285
 CHI05CA005 , 10/09/2004 , VMC , Non-Fatal , Substantial ,6286
 DEN05CA009 , 10/09/2004 , VMC , Non-Fatal ,  ,6287
 ANC05LA003 , 10/09/2004 , VMC , Non-Fatal , Substantial ,6288
 CHI05WA008 , 10/09/2004 , IMC , Fatal(4) , Substantial ,6289
 DEN05LA008 , 10/09/2004 , VMC , Non-Fatal , Substantial ,6290
 SEA05FA004 , 10/08/2004 , VMC , Non-Fatal , Substantial ,6291
 ANC05IA002 , 10/08/2004 , VMC , Incident , Minor ,6292
 DFW05CA004 , 10/08/2004 , VMC , Non-Fatal , Substantial ,6293
 CHI05CA003 , 10/08/2004 , VMC , Non-Fatal , Substantial ,6294
 DEN05CA007 , 10/08/2004 , VMC , Non-Fatal , Substantial ,6295
 ANC05LA001 , 10/07/2004 , VMC , Non-Fatal , Substantial ,6296
 DEN05LA005 , 10/07/2004 , VMC , Non-Fatal , Substantial ,6297
 IAD05LA002 , 10/07/2004 , VMC , Non-Fatal , Substantial ,6298
 LAX05CA004 , 10/06/2004 , VMC , Non-Fatal , Substantial ,6299
 LAX05CA003 , 10/04/2004 , VMC , Non-Fatal , Substantial ,6300
 FTW05CA002 , 10/04/2004 , VMC , Non-Fatal , Destroyed ,6301
 FTW05CA001 , 10/03/2004 , VMC , Non-Fatal , Substantial ,6302
 CHI05CA001 , 10/03/2004 , VMC , Non-Fatal , Destroyed ,6303
 CHI05CA002 , 10/03/2004 , VMC , Non-Fatal , Substantial ,6304
 DEN05LA004 , 10/03/2004 , VMC , Non-Fatal , Destroyed ,6305
 MIA05WA005 , 10/03/2004 , VMC , Fatal(1) , Destroyed ,6306
 FTW05LA003 , 10/03/2004 , VMC , Non-Fatal , Substantial ,6307
 DEN05FA003 , 10/03/2004 , VMC , Fatal(1) , Destroyed ,6308
 IAD05LA001 , 10/02/2004 , VMC , Non-Fatal , Substantial ,6309
 DEN05FA002 , 10/02/2004 , VMC , Fatal(1) , Destroyed ,6310
 LAX05LA002 , 10/02/2004 , VMC , Non-Fatal , Substantial ,6311
 ATL05LA001 , 10/02/2004 , VMC , Non-Fatal , Substantial ,6312
 MIA05CA002 , 10/02/2004 , VMC , Non-Fatal , Substantial ,6313
 SEA05LA008 , 10/02/2004 , VMC , Non-Fatal , Substantial ,6314
 SEA05LA002 , 10/02/2004 , VMC , Non-Fatal , Substantial ,6315
 MIA05LA001 , 10/01/2004 , VMC , Non-Fatal , Substantial ,6316
 LAX05CA001 , 10/01/2004 , VMC , Non-Fatal , Substantial ,6317
 SEA05CA003 , 10/01/2004 , VMC , Non-Fatal , Substantial ,6318
 DEN05CA001 , 10/01/2004 , VMC , Non-Fatal , Substantial ,6319
 ATL04CA197 , 09/30/2004 , VMC , Non-Fatal , Substantial ,6320
 DEN04LA150 , 09/30/2004 , VMC , Non-Fatal , Substantial ,6321
 CHI04FA290 , 09/30/2004 , VMC , Fatal(3) , Destroyed ,6322
 CHI04LA292 , 09/30/2004 , VMC , Non-Fatal , Substantial ,6323
 CHI04LA285 , 09/29/2004 , VMC , Non-Fatal , Substantial ,6324
 NYC04FA220 , 09/29/2004 , VMC , Fatal(1) , Substantial ,6325
 MIA04LA132 , 09/29/2004 , VMC , Non-Fatal , Destroyed ,6326
 MIA04LA134 , 09/29/2004 , VMC , Non-Fatal ,  ,6327
 ATL04CA196 , 09/29/2004 , VMC , Non-Fatal , Substantial ,6328
 CHI04CA289 , 09/29/2004 , VMC , Non-Fatal , Substantial ,6329
 ATL04LA195 , 09/29/2004 , VMC , Fatal(2) , Destroyed ,6330
 MIA04LA133 , 09/29/2004 , IMC , Fatal(1) , Destroyed ,6331
 CHI04CA286 , 09/29/2004 , VMC , Non-Fatal , Substantial ,6332
 CHI04LA298 , 09/29/2004 , VMC , Non-Fatal , Substantial ,6333
 FTW04CA245 , 09/28/2004 , VMC , Non-Fatal , Substantial ,6334
 FTW04CA246 , 09/28/2004 , VMC , Non-Fatal , Substantial ,6335
 LAX04CA332 , 09/28/2004 , VMC , Non-Fatal , Substantial ,6336
 ANC04CA119 , 09/28/2004 , VMC , Non-Fatal , Substantial ,6337
 DFW05CA021 , 09/27/2004 , VMC , Non-Fatal , Substantial ,6338
 SEA04CA194 , 09/27/2004 , VMC , Non-Fatal , Substantial ,6339
 ANC04CA116 , 09/27/2004 , VMC , Non-Fatal , Substantial ,6340
 CHI04FA284 , 09/27/2004 , IMC , Fatal(1) , Destroyed ,6341
 CHI04LA280 , 09/27/2004 , VMC , Non-Fatal , Substantial ,6342
 DEN04LA149 , 09/27/2004 , VMC , Non-Fatal , Substantial ,6343
 DEN04LA148 , 09/26/2004 , VMC , Non-Fatal , Substantial ,6344
 CHI04CA288 , 09/26/2004 , VMC , Non-Fatal , Substantial ,6345
 NYC04LA218 , 09/26/2004 , VMC , Non-Fatal , Substantial ,6346
 ANC04IA115 , 09/26/2004 , VMC , Incident ,  ,6347
 NYC04LA217 , 09/25/2004 , VMC , Fatal(1) , Minor ,6348
 MIA04LA129 , 09/25/2004 , VMC , Non-Fatal , Substantial ,6349
 LAX04FA330 , 09/25/2004 , VMC , Non-Fatal , Destroyed ,6350
 CHI04CA287 , 09/25/2004 , VMC , Non-Fatal , Substantial ,6351
 CHI04CA291 , 09/25/2004 , VMC , Non-Fatal , Substantial ,6352
 ATL04CA193 , 09/25/2004 , VMC , Non-Fatal , Substantial ,6353
 DFW05WA014 , 09/25/2004 , VMC , Fatal(2) , Substantial ,6354
 CHI04LA279 , 09/25/2004 , VMC , Non-Fatal , Substantial ,6355
 LAX04LA331 , 09/25/2004 , VMC , Non-Fatal , Substantial ,6356
 ANC04LA120 , 09/25/2004 , VMC , Non-Fatal , Substantial ,6357
 NYC04LA219 , 09/24/2004 , VMC , Non-Fatal , Substantial ,6358
 LAX04FA329 , 09/24/2004 , VMC , Fatal(5) , Destroyed ,6359
 ATL04WA194 , 09/24/2004 , VMC , Fatal(3) , Destroyed ,6360
 NYC04CA216 , 09/24/2004 , VMC , Non-Fatal , Substantial ,6361
 ANC04CA114 , 09/24/2004 , VMC , Non-Fatal , Substantial ,6362
 SEA04CA193 , 09/23/2004 , VMC , Non-Fatal , Substantial ,6363
 FTW04CA240 , 09/23/2004 , VMC , Non-Fatal , Substantial ,6364
 FTW04FA243 , 09/23/2004 , VMC , Fatal(2) , Destroyed ,6365
 CHI04WA277 , 09/23/2004 , VMC , Fatal(1) , Destroyed ,6366
 CHI04LA278 , 09/23/2004 , VMC , Non-Fatal , Substantial ,6367
 MIA04FA128 , 09/23/2004 , VMC , Fatal(4) , Destroyed ,6368
 ANC04LA113 , 09/23/2004 , VMC , Non-Fatal , Substantial ,6369
 IAD04LA048 , 09/22/2004 , VMC , Non-Fatal , Substantial ,6370
 LAX04LA328 , 09/22/2004 , VMC , Non-Fatal , Substantial ,6371
 DEN04LA147 , 09/22/2004 , VMC , Non-Fatal , Substantial ,6372
 CHI04CA281 , 09/22/2004 , VMC , Non-Fatal , Substantial ,6373
 ATL04CA191 , 09/22/2004 , VMC , Non-Fatal , Substantial ,6374
 FTW04CA242 , 09/21/2004 , VMC , Non-Fatal , Substantial ,6375
 ATL04FA190 , 09/21/2004 , VMC , Fatal(2) , Substantial ,6376
 CHI04LA265 , 09/21/2004 , VMC , Non-Fatal , Substantial ,6377
 DEN04LA146 , 09/21/2004 , VMC , Non-Fatal , Substantial ,6378
 SEA04LA195 , 09/20/2004 , VMC , Non-Fatal , Substantial ,6379
 LAX04CA326 , 09/20/2004 , VMC , Non-Fatal , Substantial ,6380
 SEA04GA192 , 09/20/2004 , VMC , Fatal(3) , Destroyed ,6381
 ANC04FAMS2 , 09/20/2004 , VMC , Fatal(5) , Destroyed ,6382
 DCA04MA082 , 09/19/2004 , VMC , Non-Fatal , Substantial ,6383
 FTW04CA241 , 09/19/2004 , VMC , Non-Fatal , Substantial ,6384
 NYC04WA215 , 09/19/2004 , IMC , Fatal(1) , Destroyed ,6385
 IAD04WA049 , 09/19/2004 , IMC , Fatal(4) , Destroyed ,6386
 NYC04LA214 , 09/19/2004 , VMC , Non-Fatal , Substantial ,6387
 LAX04LA324 , 09/19/2004 , IMC , Non-Fatal , Substantial ,6388
 CHI04LA262 , 09/19/2004 , VMC , Non-Fatal , Substantial ,6389
 SEA04FA191 , 09/19/2004 , VMC , Fatal(1) , Substantial ,6390
 CHI04WA263 , 09/19/2004 , IMC , Fatal(1) , Destroyed ,6391
 CHI04WA294 , 09/19/2004 , IMC , Unavailable , Destroyed ,6392
 CHI04LA264 , 09/18/2004 , VMC , Non-Fatal , Substantial ,6393
 LAX04CA323 , 09/18/2004 , VMC , Non-Fatal , Substantial ,6394
 CHI04CA261 , 09/18/2004 , VMC , Non-Fatal , Substantial ,6395
 CHI04CA266 , 09/18/2004 , VMC , Non-Fatal , Substantial ,6396
 MIA04CA130 , 09/18/2004 , VMC , Non-Fatal , Substantial ,6397
 CHI04CA296 , 09/18/2004 , VMC , Non-Fatal , Substantial ,6398
 LAX04LA322 , 09/18/2004 , VMC , Fatal(2) , Destroyed ,6399
 CHI04LA283 , 09/18/2004 , VMC , Non-Fatal , Substantial ,6400
 LAX04LA320 , 09/17/2004 , VMC , Non-Fatal , Destroyed ,6401
 ANC04LA117 , 09/17/2004 , VMC , Non-Fatal , Substantial ,6402
 FTW04CA239 , 09/17/2004 , VMC , Non-Fatal , Substantial ,6403
 ATL04CA188 , 09/17/2004 , VMC , Non-Fatal , Substantial ,6404
 LAX04CA321 , 09/17/2004 , VMC , Non-Fatal , Substantial ,6405
 DEN04LA145 , 09/17/2004 , VMC , Non-Fatal , Substantial ,6406
 CHI04IA260 , 09/16/2004 , VMC , Incident , Minor ,6407
 ANC04LA110 , 09/16/2004 , VMC , Non-Fatal , Substantial ,6408
 ATL04LA187 , 09/16/2004 , VMC , Non-Fatal , Substantial ,6409
 DEN04CA143 , 09/16/2004 , VMC , Non-Fatal , Substantial ,6410
 NYC04LA213 , 09/15/2004 , VMC , Non-Fatal , Substantial ,6411
 FTW04TA237 , 09/15/2004 , VMC , Fatal(1) , Destroyed ,6412
 MIA04FA135 , 09/15/2004 , VMC , Fatal(4) , Destroyed ,6413
 ATL04CA185 , 09/15/2004 , VMC , Non-Fatal , Substantial ,6414
 ATL04CA186 , 09/15/2004 , VMC , Non-Fatal , Substantial ,6415
 LAX04CA317 , 09/14/2004 , VMC , Non-Fatal , Substantial ,6416
 DEN04LA142 , 09/14/2004 , VMC , Non-Fatal , Substantial ,6417
 FTW04LA238 , 09/14/2004 , VMC , Non-Fatal , Substantial ,6418
 ANC04LA109 , 09/14/2004 , VMC , Non-Fatal , Substantial ,6419
 SEA04LA189 , 09/13/2004 , VMC , Non-Fatal , Substantial ,6420
 SEA04FA190 , 09/13/2004 , IMC , Fatal(1) , Substantial ,6421
 LAX04LA318 , 09/13/2004 , VMC , Non-Fatal ,  ,6422
 CHI04CA258 , 09/13/2004 , VMC , Non-Fatal , Substantial ,6423
 SEA04CA186 , 09/12/2004 , VMC , Non-Fatal , Destroyed ,6424
 LAX04CA316 , 09/12/2004 , VMC , Non-Fatal , Substantial ,6425
 CHI04CA259 , 09/12/2004 , VMC , Non-Fatal , Substantial ,6426
 CHI04CA242 , 09/12/2004 , VMC , Non-Fatal , Substantial ,6427
 CHI04LA256 , 09/12/2004 , VMC , Fatal(1) , Destroyed ,6428
 ATL04LA183 , 09/12/2004 , VMC , Non-Fatal , Substantial ,6429
 SEA04FA188 , 09/12/2004 , VMC , Non-Fatal , Destroyed ,6430
 IAD04LA046 , 09/12/2004 , VMC , Fatal(1) , Destroyed ,6431
 NYC04LA210 , 09/12/2004 , VMC , Non-Fatal , Substantial ,6432
 ATL04LA178 , 09/12/2004 , VMC , Fatal(1) , Substantial ,6433
 CHI04FA257 , 09/12/2004 , VMC , Fatal(4) , Destroyed ,6434
 ATL04LA177 , 09/11/2004 , VMC , Fatal(2) , Substantial ,6435
 IAD04WA047 , 09/11/2004 , VMC , Fatal(3) , Substantial ,6436
 SEA04LA187 , 09/11/2004 , VMC , Non-Fatal , Substantial ,6437
 NYC04LA209 , 09/11/2004 , VMC , Non-Fatal , Substantial ,6438
 LAX04LA334 , 09/11/2004 , VMC , Non-Fatal , Substantial ,6439
 ATL04CA180 , 09/11/2004 , VMC , Non-Fatal , Substantial ,6440
 ANC04CA108 , 09/11/2004 , VMC , Non-Fatal , Substantial ,6441
 ATL04CA179 , 09/11/2004 , VMC , Non-Fatal , Substantial ,6442
 ANC04LA106 , 09/11/2004 , VMC , Non-Fatal , Substantial ,6443
 ATL04CA182 , 09/10/2004 , VMC , Non-Fatal , Substantial ,6444
 ATL04CA192 , 09/10/2004 , VMC , Non-Fatal , Substantial ,6445
 ATL04LA181 , 09/10/2004 , VMC , Non-Fatal , Substantial ,6446
 CHI04FA255 , 09/10/2004 , VMC , Fatal(1) , Destroyed ,6447
 CHI04LA253 , 09/10/2004 , VMC , Non-Fatal , Substantial ,6448
 CHI04LA254 , 09/10/2004 , VMC , Non-Fatal , Substantial ,6449
 NYC04LA211 , 09/10/2004 , VMC , Non-Fatal , Substantial ,6450
 ATL04LA176 , 09/10/2004 , VMC , Fatal(2) , Substantial ,6451
 FTW04LA236 , 09/10/2004 , VMC , Fatal(1) , Destroyed ,6452
 WAS04WA015 , 09/09/2004 , VMC , Fatal(6) , Destroyed ,6453
 ATL04LA175 , 09/09/2004 , VMC , Non-Fatal , Substantial ,6454
 FTW04FA235 , 09/09/2004 , IMC , Fatal(1) , Destroyed ,6455
 NYC04LA212 , 09/09/2004 , VMC , Non-Fatal , Substantial ,6456
 CHI04CA251 , 09/09/2004 , VMC , Non-Fatal , Substantial ,6457
 ATL04CA184 , 09/09/2004 , VMC , Non-Fatal , Substantial ,6458
 FTW04WA244 , 09/09/2004 , VMC , Fatal(1) , Destroyed ,6459
 NYC04CA207 , 09/08/2004 , VMC , Non-Fatal , Substantial ,6460
 SEA04WA184 , 09/08/2004 , VMC , Fatal(2) , Substantial ,6461
 DEN04LA140 , 09/08/2004 , VMC , Non-Fatal , Substantial ,6462
 LAX04LA333 , 09/08/2004 , VMC , Non-Fatal , Substantial ,6463
 ANC04LA112 , 09/07/2004 , VMC , Non-Fatal , Substantial ,6464
 SEA04CA185 , 09/07/2004 , VMC , Non-Fatal , Substantial ,6465
 NYC04CA206 , 09/06/2004 , VMC , Non-Fatal , Substantial ,6466
 ANC04CA105 , 09/06/2004 , VMC , Non-Fatal , Substantial ,6467
 ATL04CA189 , 09/06/2004 , VMC , Non-Fatal , Substantial ,6468
 DEN04FA134 , 09/06/2004 , VMC , Fatal(1) , Destroyed ,6469
 DEN04LA136 , 09/06/2004 , VMC , Non-Fatal , Substantial ,6470
 ANC04LA118 , 09/06/2004 , VMC , Non-Fatal , Substantial ,6471
 DEN04LA135 , 09/06/2004 , VMC , Non-Fatal , Substantial ,6472
 SEA04LA180 , 09/05/2004 , VMC , Non-Fatal , Substantial ,6473
 IAD04LA044 , 09/05/2004 , VMC , Non-Fatal , Substantial ,6474
 LAX04LA314 , 09/05/2004 , VMC , Non-Fatal , Substantial ,6475
 MIA04LA127 , 09/05/2004 , VMC , Non-Fatal , Substantial ,6476
 SEA04LA182 , 09/05/2004 , VMC , Non-Fatal , Substantial ,6477
 NYC04CA205 , 09/05/2004 , VMC , Non-Fatal , Substantial ,6478
 CHI04CA247 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6479
 ATL04CA174 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6480
 CHI04CA252 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6481
 ANC04CA111 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6482
 CHI04CA246 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6483
 SEA04LA183 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6484
 FTW04FA232 , 09/04/2004 , VMC , Fatal(2) , Substantial ,6485
 ANC04FA102 , 09/04/2004 , VMC , Fatal(2) , Destroyed ,6486
 DEN04LA138 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6487
 CHI04LA249 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6488
 CHI04LA248 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6489
 MIA04LA131 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6490
 NYC04LA204 , 09/04/2004 , VMC , Non-Fatal , Substantial ,6491
 MIA04LA126 , 09/03/2004 , VMC , Non-Fatal , Substantial ,6492
 ANC04LA104 , 09/03/2004 , VMC , Non-Fatal , Destroyed ,6493
 FTW04LA231 , 09/03/2004 , VMC , Non-Fatal , Substantial ,6494
 LAX04LA312 , 09/03/2004 , VMC , Non-Fatal , Substantial ,6495
 SEA04LA179 , 09/03/2004 , VMC , Non-Fatal , Substantial ,6496
 SEA04LA181 , 09/03/2004 , VMC , Non-Fatal , Substantial ,6497
 DEN04LA133 , 09/03/2004 , VMC , Non-Fatal , Substantial ,6498
 ATL04LA173 , 09/03/2004 , VMC , Fatal(1) , Substantial ,6499
 ANC04LA103 , 09/03/2004 , VMC , Non-Fatal , Substantial ,6500
 NYC04CA202 , 09/03/2004 , VMC , Non-Fatal , Substantial ,6501
 FTW04CA233 , 09/03/2004 , VMC , Non-Fatal , Substantial ,6502
 LAX04CA310 , 09/02/2004 , VMC , Non-Fatal , Destroyed ,6503
 CHI04CA250 , 09/02/2004 , VMC , Non-Fatal , Substantial ,6504
 LAX04LA313 , 09/02/2004 , VMC , Fatal(2) , Destroyed ,6505
 FTW04LA229 , 09/02/2004 , VMC , Non-Fatal , Substantial ,6506
 DEN04LA144 , 09/02/2004 , VMC , Non-Fatal , Substantial ,6507
 SEA04LA178 , 09/01/2004 , VMC , Non-Fatal , Destroyed ,6508
 FTW04LA226 , 09/01/2004 , VMC , Fatal(1) , Destroyed ,6509
 ATL04CA172 , 09/01/2004 , VMC , Non-Fatal , Substantial ,6510
 LAX04CA309 , 09/01/2004 , VMC , Non-Fatal , Destroyed ,6511
 NYC04WA203 , 09/01/2004 , VMC , Fatal(3) , Destroyed ,6512
 DCA04WA081 , 09/01/2004 , VMC , Incident , Minor ,6513
 DCA04WA078 , 08/31/2004 , VMC , Non-Fatal ,  ,6514
 ANC04LA100 , 08/31/2004 , VMC , Non-Fatal , Substantial ,6515
 NYC04LA201 , 08/31/2004 , VMC , Non-Fatal , Substantial ,6516
 FTW04LA227 , 08/31/2004 , VMC , Non-Fatal , Substantial ,6517
 FTW04LA225 , 08/30/2004 , VMC , Non-Fatal , Substantial ,6518
 LAX04LA308 , 08/30/2004 , VMC , Non-Fatal , Substantial ,6519
 SEA04WA177 , 08/30/2004 , VMC , Fatal(2) , Destroyed ,6520
 DCA04WA083 , 08/30/2004 , VMC , Non-Fatal ,  ,6521
 LAX04IA311 , 08/30/2004 , VMC , Incident , Minor ,6522
 IAD04LA050 , 08/29/2004 , VMC , Non-Fatal ,  ,6523
 FTW04WA230 , 08/29/2004 , VMC , Fatal(3) , Substantial ,6524
 DEN04CA137 , 08/29/2004 , VMC , Non-Fatal , Substantial ,6525
 IAD04CA042 , 08/29/2004 , VMC , Non-Fatal , Substantial ,6526
 NYC04CA200 , 08/29/2004 , VMC , Non-Fatal , Substantial ,6527
 CHI04CA244 , 08/29/2004 , VMC , Non-Fatal , Substantial ,6528
 LAX04CA307 , 08/29/2004 , VMC , Non-Fatal , Substantial ,6529
 DEN04CA132 , 08/29/2004 , VMC , Non-Fatal ,  ,6530
 SEA04FA173 , 08/29/2004 , VMC , Fatal(2) , Destroyed ,6531
 NYC04FA197 , 08/29/2004 , VMC , Fatal(2) , Substantial ,6532
 CHI04LA243 , 08/28/2004 , VMC , Fatal(1) , Substantial ,6533
 LAX04LA305 , 08/28/2004 , VMC , Non-Fatal , Substantial ,6534
 LAX04FA304A , 08/28/2004 , VMC , Fatal(2) , Destroyed ,6535
 LAX04FA304B , 08/28/2004 , VMC , Fatal(2) , Destroyed ,6536
 ATL04CA170 , 08/28/2004 , VMC , Non-Fatal , Substantial ,6537
 LAX04CA306 , 08/28/2004 , VMC , Non-Fatal , Substantial ,6538
 NYC04WA208 , 08/28/2004 , VMC , Fatal(1) , Substantial ,6539
 FTW04CA224 , 08/28/2004 , VMC , Non-Fatal , Substantial ,6540
 NYC04CA198 , 08/28/2004 , VMC , Non-Fatal , Substantial ,6541
 NYC04LA221 , 08/28/2004 , VMC , Non-Fatal , Substantial ,6542
 SEA04CA174 , 08/27/2004 , VMC , Non-Fatal , Substantial ,6543
 NYC04CA199 , 08/27/2004 , VMC , Non-Fatal , Substantial ,6544
 ANC04LA098 , 08/27/2004 , IMC , Fatal(1) , Destroyed ,6545
 FTW04LA222 , 08/27/2004 , VMC , Non-Fatal , Substantial ,6546
 SEA04IA175 , 08/27/2004 , VMC , Incident , Minor ,6547
 FTW04LA223 , 08/26/2004 , VMC , Non-Fatal , Substantial ,6548
 SEA04LA176 , 08/26/2004 , VMC , Non-Fatal , Substantial ,6549
 ATL04LA171 , 08/26/2004 , VMC , Non-Fatal , Substantial ,6550
 ANC04LA096 , 08/26/2004 , VMC , Non-Fatal , Substantial ,6551
 ANC04LA097 , 08/26/2004 , VMC , Non-Fatal , Substantial ,6552
 WAS04WA012 , 08/26/2004 , VMC , Fatal(2) , Destroyed ,6553
 MIA04WA125 , 08/26/2004 , VMC , Fatal(3) , Destroyed ,6554
 MIA04LA124 , 08/25/2004 , VMC , Non-Fatal , Substantial ,6555
 IAD04CA045 , 08/25/2004 , VMC , Non-Fatal ,  ,6556
 DCA04WA077 , 08/24/2004 , VMC , Incident , Minor ,6557
 DEN04CA131 , 08/24/2004 , VMC , Non-Fatal , Substantial ,6558
 FTW04LA221 , 08/24/2004 , VMC , Non-Fatal , Substantial ,6559
 FTW04LA220 , 08/24/2004 , VMC , Non-Fatal , Substantial ,6560
 MIA04LA122 , 08/24/2004 , VMC , Non-Fatal , Substantial ,6561
 MIA04LA123 , 08/24/2004 , VMC , Non-Fatal , Substantial ,6562
 NYC04LA195 , 08/23/2004 , VMC , Non-Fatal , Substantial ,6563
 DEN04LA130 , 08/23/2004 , VMC , Non-Fatal , Substantial ,6564
 SEA04CA171 , 08/23/2004 , VMC , Non-Fatal , Substantial ,6565
 CHI04CA236 , 08/23/2004 , VMC , Non-Fatal , Substantial ,6566
 CHI04CA237 , 08/23/2004 , VMC , Non-Fatal , Substantial ,6567
 CHI04CA240 , 08/22/2004 , VMC , Non-Fatal , Substantial ,6568
 CHI04CA239 , 08/22/2004 , VMC , Non-Fatal , Substantial ,6569
 NYC04CA196 , 08/22/2004 , VMC , Non-Fatal , Substantial ,6570
 ATL04CA169 , 08/22/2004 , VMC , Non-Fatal , Substantial ,6571
 ANC04CA094 , 08/22/2004 , VMC , Non-Fatal , Substantial ,6572
 CHI04FA234 , 08/22/2004 , VMC , Fatal(2) , Destroyed ,6573
 LAX04FA301A , 08/22/2004 , VMC , Fatal(3) , Destroyed ,6574
 LAX04FA301B , 08/22/2004 , VMC , Fatal(3) , Destroyed ,6575
 FTW04TA219 , 08/22/2004 , VMC , Non-Fatal , Substantial ,6576
 IAD04LA043 , 08/22/2004 , VMC , Non-Fatal , Substantial ,6577
 LAX04LA325 , 08/22/2004 , VMC , Non-Fatal , Substantial ,6578
 CHI04WA235 , 08/22/2004 , VMC , Fatal(2) , Destroyed ,6579
 SEA04LA172 , 08/21/2004 , VMC , Non-Fatal , Substantial ,6580
 CHI04LA245 , 08/21/2004 , VMC , Non-Fatal , Substantial ,6581
 SEA04MA167 , 08/21/2004 , VMC , Fatal(5) , Destroyed ,6582
 SEA04FA169 , 08/21/2004 , IMC , Fatal(1) , Destroyed ,6583
 LAX04FA300 , 08/21/2004 , VMC , Fatal(2) , Destroyed ,6584
 DEN04LA129 , 08/21/2004 , VMC , Non-Fatal , Destroyed ,6585
 LAX04LA299 , 08/20/2004 , VMC , Non-Fatal , Substantial ,6586
 IAD04FA040 , 08/20/2004 , VMC , Fatal(1) , Destroyed ,6587
 DEN04LA128 , 08/20/2004 , VMC , Non-Fatal , Substantial ,6588
 IAD04LA041 , 08/20/2004 , VMC , Non-Fatal , Substantial ,6589
 DCA04WA071 , 08/20/2004 , VMC , Incident ,  ,6590
 LAX04CA298 , 08/20/2004 , VMC , Non-Fatal , Substantial ,6591
 FTW04CA218 , 08/20/2004 , VMC , Non-Fatal , Destroyed ,6592
 ATL04CA168 , 08/20/2004 , VMC , Non-Fatal , Substantial ,6593
 MIA04LA121 , 08/19/2004 , VMC , Non-Fatal , Substantial ,6594
 FTW04IA217 , 08/19/2004 , VMC , Incident , Minor ,6595
 LAX04IA302 , 08/19/2004 , VMC , Incident ,  ,6596
 DEN04LA127 , 08/19/2004 , VMC , Non-Fatal , Substantial ,6597
 DEN04IA126 , 08/18/2004 , VMC , Incident , Minor ,6598
 FTW04LA215 , 08/18/2004 , VMC , Non-Fatal , Substantial ,6599
 ANC04LA093 , 08/18/2004 , VMC , Fatal(1) , Destroyed ,6600
 SEA04LA168 , 08/18/2004 , VMC , Fatal(1) , Destroyed ,6601
 LAX04CA296 , 08/18/2004 , VMC , Non-Fatal , Substantial ,6602
 FTW04CA228 , 08/18/2004 , VMC , Non-Fatal , Substantial ,6603
 SEA04CA170 , 08/17/2004 , VMC , Non-Fatal , Substantial ,6604
 CHI04CA233 , 08/17/2004 , VMC , Non-Fatal , Substantial ,6605
 CHI04CA230 , 08/17/2004 , VMC , Non-Fatal , Substantial ,6606
 IAD04CA038 , 08/17/2004 , VMC , Non-Fatal , Substantial ,6607
 MIA04LA120 , 08/17/2004 , VMC , Non-Fatal , Destroyed ,6608
 SEA04TA163 , 08/17/2004 , VMC , Fatal(1) , Destroyed ,6609
 IAD04LA039 , 08/17/2004 , VMC , Non-Fatal , Substantial ,6610
 SEA04FA165 , 08/17/2004 , VMC , Fatal(3) , Destroyed ,6611
 NYC04LA194A , 08/17/2004 , VMC , Non-Fatal , Substantial ,6612
 NYC04LA194B , 08/17/2004 , VMC , Non-Fatal , Minor ,6613
 SEA04LA162 , 08/17/2004 , VMC , Non-Fatal , Substantial ,6614
 SEA04FA166 , 08/17/2004 , VMC , Fatal(2) , Destroyed ,6615
 CHI04LA231 , 08/17/2004 , VMC , Non-Fatal , Substantial ,6616
 FTW04LA214 , 08/16/2004 , VMC , Non-Fatal , Substantial ,6617
 LAX04CA303 , 08/16/2004 , VMC , Non-Fatal , Substantial ,6618
 DEN04CA125 , 08/16/2004 , VMC , Non-Fatal , Substantial ,6619
 LAX04CA315 , 08/16/2004 , VMC , Non-Fatal , Substantial ,6620
 MIA04WA137 , 08/16/2004 , VMC , Non-Fatal , Substantial ,6621
 LAX04LA292 , 08/15/2004 , VMC , Non-Fatal , Substantial ,6622
 CHI04CA228 , 08/15/2004 , VMC , Non-Fatal , Substantial ,6623
 SEA04CA160 , 08/15/2004 , VMC , Non-Fatal , Substantial ,6624
 LAX04WA293 , 08/15/2004 , VMC , Fatal(1) , Destroyed ,6625
 LAX04FA291 , 08/15/2004 , VMC , Fatal(1) , Destroyed ,6626
 ANC04FA092 , 08/15/2004 , VMC , Fatal(2) , Substantial ,6627
 CHI04LA232 , 08/15/2004 , VMC , Non-Fatal , Substantial ,6628
 CHI04LA227 , 08/15/2004 , VMC , Non-Fatal , Substantial ,6629
 IAD04LA037 , 08/14/2004 , VMC , Non-Fatal , Substantial ,6630
 MIA04FA119 , 08/14/2004 , VMC , Fatal(1) , Substantial ,6631
 SEA04LA161 , 08/14/2004 , VMC , Non-Fatal , Substantial ,6632
 NYC04LA193 , 08/14/2004 , VMC , Non-Fatal , Substantial ,6633
